AGL1	AGL	non-food materials
AGL2	AGL	trade in raw materials of animal origin - trade in raw materials of vegetable origin (rf: illegal trade, see: AGJ)
AGM	AG	trade & distribution of agricultural products - distribution of agricultural products (sn: trade in livestock, crops, plants, vegetables, etc.; rf: illegal trade, see: AGJ)
AGW	AG	man & society
AGW1	AGW	farming structure; agrarian structure; agricultural structure; land tenure; rural structure
AGW2	AGW	food supply
AGW3	AGW	man & society
AGY	AG	training & education
AGZ	AG	professions & careers
AR	-	Fine Arts - Performing Arts - Crafts - Audio-Visual Arts - Cultural Life
AR1	AR	general aspects of the subject field
AR11	AR1	theory of art
AR2	AR	organisations in the subject field
AR21	AR2	museums (sn: collections and exhibits; us: for Museology, see DID)
AR3	AR	publications in the subject field
AR31	AR3	documentation systems and information systems in the subject field
AR4	AR	folk arts & crafts
AR5	AR	drawing & painting - graphic arts - mosaic - glass painting
AR51	AR5	history & criticism of graphic arts - drawing - painting
AR52	AR5	painting & drawing
AR53	AR5	graphic arts
AR54	AR5	mosaic
AR55	AR5	glass painting & enamel work
AR6	AR	plastic arts
AR61	AR6	history & criticism of plastic arts
AR7	AR	music
AR71	AR7	history of music & music criticism
AR72	AR7	commercial aspects of music
AR8	AR	dance
AR81	AR8	history & criticism of dance
AR9	AR	theatre and performing arts
AR91	AR9	history of the theatre & theatre criticism
AR92	AR9	stage techniques
AR93	AR9	theatres & stages
AR94	AR9	amateur theatre (sn: all performing styles and techniques)
ARA	AR	cinema (us: for documentary & educational film, see: PGF)
ARA1	ARA	history of film & film criticism
ARA2	ARA	film making
ARA3	ARA	film industry
ARB	AR	circus & music hall entertainment
ARC	AR	artistic photography
ARD	AR	industrial design
ARE	AR	radio programmes
ARF	AR	television programmes
ARG	AR	computer art
ARH	AR	architecture (sn: artistic aspects; us: for technical aspects, see: BA)
ARJ	AR	legal aspects
ARK	AR	commercial art
ARL	AR	art & communication
ARM	AR	art business
ARW	AR	man & society
ARY	AR	training & education
ARZ	AR	professions & careers
AS	-	Insurance
AS1	AS	general aspects of the subject field
AS11	AS1	actuarial mathematics (sn: applied mathematics)
AS12	AS1	insurance procedures
AS2	AS	organisations in the subject field
AS21	AS2	undertakings
AS3	AS	publications in the subject field
AS31	AS3	documentation systems and information systems in the subject field
AS4	AS	risk financing
AS5	AS	accident insurance
AS6	AS	sickness insurance
AS7	AS	land vehicle insurance (sn: other than railway rolling stock)
AS8	AS	railway rolling stock insurance
AS9	AS	aircraft insurance
ASA	AS	insurance of sea, lake and river and canal vessels
ASB	AS	insurance of goods in transit
ASC	AS	fire and natural forces
ASD	AS	other damage to property
ASE	AS	motor vehicle liability
ASF	AS	aircraft liability
ASG	AS	liability for sea, lake and river and canal vessels
ASH	AS	general liability
ASI	AS	credit insurance (sn: technical aspects of credit insurance)
ASJ	AS	legal aspects of insurance
ASK	AS	suretyship
ASL	AS	miscellaneous financial loss
ASM	AS	legal expenses
ASN	AS	agricultural insurance
ASO	AS	social security
ASY	AS	training & education
ASZ	AS	professions & careers
AT	-	Nuclear Technology & Nuclear Industry(sn: applied nuclear physics; us: for pure nuclear physics, see: PHD)
AT1	AT	general aspects of the subject field
AT2	AT	organisations in the subject field
AT3	AT	publications in the subject field
AT31	AT3	documentation systems and information systems in the subject field
AT4	AT	nuclear fission
AT5	AT	nuclear fusion
AT6	AT	applied nuclear science
AT7	AT	nuclear propulsion - nuclear powering
AT71	AT7	nuclear propulsion
AT72	AT7	nuclear powering
AT8	AT	nuclear safeguards system (nt: IAEA Vienne) - safeguards (nt: EURATOM)
AT9	AT	nuclear research
ATA	AT	radioactive materials
ATB	AT	nuclear waste
ATC	AT	liability
ATW	AT	man & society
ATY	AT	training & education
ATZ	AT	professions & careers
AU	-	Automation - Computer Science - Information Technology(sn: data processing)
AU1	AU	general aspects of the subject field
AU2	AU	organisations in the subject field
AU3	AU	publications in the subject field
AU31	AU3	documentation systems and information systems in the subject field
AU4	AU	methodological principles of information technology
AU41	AU4	general
AU42	AU4	system aspects
AU43	AU4	project management
AU44	AU4	computing policy - information policy
AU45	AU4	design methods for information systems
AU46	AU4	software engineering
AU47	AU4	management of computer resources and data processing
AU5	AU	information technology theory
AU51	AU5	automation theory
AU52	AU5	algorithms & complexity
AU52A	AU52	algorithms & analysis
AU52L	AU52	logics & mathematics
AU52M	AU52	mathematical applications in programming
AU52S	AU52	statistics & probability
AU6	AU	hardware
AU61	AU6	logical building blocks (sn: this section only deals with logical functions of elements and devices; for electronic properties, manufacturing & packaging, see: EL6)
AU62	AU6	EDP-equipment & input/output media (nt: functional organisation)
AU62G	AU62	general aspects
AU62M	AU62	memories - storages - stores
AU62P	AU62	peripherals
AU62U	AU62	central processing unit; CPU - input unit & output unit
AU63	AU6	computer system architecture (nt: relation between logical and physical structures)
AU64	AU6	computer system organisation
AU65	AU6	mode of appearance (nt: physical presentation of a computer system in relation to its performance and application)
AU66	AU6	performance evaluation
AU7	AU	programs & programming (nt: software)
AU71	AU7	general
AU72	AU7	structured programming
AU73	AU7	technical aspects of programming languages
AU74	AU7	types of programming languages
AU75	AU7	control systems
AU76	AU7	mathematical software
AU8	AU	information management systems - database & databank - data
AU81	AU8	data (sn: data processing aspects only; us: for Information & Documentation, see: DI)
AU82	AU8	files
AU83	AU8	database - databank
AU84	AU8	data analysis & data management
AU85	AU8	information retrieval systems (sn: data processing aspects; us: for Information & Documentation, see: DIA)
AU86	AU8	managerial aspects (sn: application and operation)
AU9	AU	teleinformatics (sn: data processing aspects only; rf: telecommunications networks, see: OOH)
AU91	AU9	data links & networks
AU92	AU9	videotex - teletext (sn: data processing aspects only; for service aspects, see: OOC)
AUA	AU	special computer assisted applications (us: for automation aspects in other subject fields, see under Sub-Heading XXV of the subject fields)
AUA1	AUA	artificial intelligence
AUA2	AUA	expert systems
AUA3	AUA	natural language processing
AUA4	AUA	office automation
AUA5	AUA	operations research
AUA6	AUA	simulation
AUA7	AUA	cryptology
AUA8	AUA	computer graphics
AUA9	AUA	pattern recognition
AUAA	AUA	manufacturing automation
AUAB	AUA	computer graphics
AUAC	AUA	house automation
AUAD	AUA	special applications - general aspects
AUB	AU	security
AUJ	AU	legal aspects of automation
AUW	AU	man & society
AUW1	AUW	occupational health & ergonomics
AUY	AU	training & education
AUZ	AU	professions & careers
BA	-	Civil Engineering - Building
BA1	BA	general aspects of the subject field
BA2	BA	organisations in the subject field
BA3	BA	publications in the subject field
BA31	BA3	documentation systems and information systems in the subject field
BA4	BA	country planning - town planning (sn: building aspects; for living conditions, see: TSB)
BA5	BA	natural and planned landscapes
BA6	BA	architecture & building
BA7	BA	building construction
BA71	BA7	static design
BA72	BA7	building
BA73	BA7	interior rehabilitation
BA74	BA7	building services
BA75	BA7	special features
BA8	BA	soil mechanics & underground structures
BA9	BA	bridge building
BAA	BA	road building
BAB	BA	railways
BAC	BA	waterways
BAD	BA	structures on the land
BAE	BA	building aids
BAE1	BAE	temporary buildings
BAE2	BAE	temporary structures
BAF	BA	building trades
BAG	BA	protection of structures (rf: industrial archeology, see: HIF; (nt: protection against fire, water, earthquakes, avalanches, wind, biological hazard, air attacks, radiation, etc)
BAH	BA	building machinery and equipment (sn: use of equipment only; us: for manufacturing,see: INS1)
BAI	BA	administrative procedures
BAJ	BA	legal aspects
BAK	BA	finishings
BAL	BA	temporary shelters
BAM	BA	building methods
BAM1	BAM	steel construction
BAM2	BAM	concrete technology
BAM3	BAM	industrialised building
BAN	BA	types of buildings - form & function
BAO	BA	quality aspects & maintenance
BAP	BA	building stages
BAW	BA	man & society
BAY	BA	training & education
BAZ	BA	professions & careers
BZ	-	Biology - Biotechnology
BZ1	BZ	general aspects of the subject field
BZ11	BZ1	taxonomy
BZ2	BZ	organisations in the subject field
BZ22	BZ2	botanical gardens - zoological gardens
BZ3	BZ	publications in the subject field
BZ31	BZ3	documentation systems and information systems in the subject field
BZ311	BZ31	International Species Inventory System
BZ4	BZ	general botany
BZ5	BZ	classified botany
BZ6	BZ	plant diseases
BZ7	BZ	applied botany
BZ8	BZ	general zoology
BZ9	BZ	classified zoology
BZA	BZ	animal diseases (rf: stockbreeding, see: AG9)
BZB	BZ	applied zoology
BZC	BZ	biochemistry
BZD	BZ	biophysics
BZE	BZ	bionics
BZF	BZ	biosphere
BZG	BZ	chorology (sn: the study of migrations and of their areas of distribution; a combination of phytogeography and zoo-geography; us: for the new sense, i.e. the ecological study of regions and areas, see: EN )
BZH	BZ	general biology
BZHI	BZH	histology
BZJ	BZ	legal aspects of applied zoology
BZK	BZ	cell biology
BZK1	BZK	genetics & eugenics
BZK2	BZK	gene technology & genetic engineering
BZL	BZ	biological techniques
BZM	BZ	microbiology
BZM1	BZM	bacteriology
BZM2	BZM	virology
BZM3	BZM	parasitology
BZN	BZ	biotechnology
BZO	BZ	limnology
BZP	BZ	palaeontology
BZQ	BZ	wildlife - natural habitat
BZW	BZ	man & society
BZY	BZ	training & education
BZZ	BZ	professions & careers
CE	-	European Union - European Communities
CE1	CE	general aspects
CE11	CE1	publications (sn: publications produced by the EU)
CE111	CE11	Combined Nomenclature; Tariff and Statistical Nomenclature
CE112	CE11	European patents
CE113	CE11	European Standards; EN
CE12	CE1	documentation & information systems (sn: documentation & information systems of the EU)
CE2	CE	action plans & programmes - information (sn: action plans & programmes - information dealing with "European Integration" and the "European Union " as topics)
CE21	CE2	Citizens first (nt: DG X action programme)
CE3	CE	publications (sn: publications dealing with "European Integration" and the "European Union " as topics)
CE4	CE	European Union; EU - European Community; European Communities; EC
CE41	CE4	European Coal and Steel Community; ECSC
CE42	CE4	European Economic Community; EEC
CE43	CE4	European Atomic Energy Community; EURATOM; EAEC
CE44	CE4	administration - organisation - working methods - procedures
CE45	CE4	European civil service - staff
CE46	CE4	EU financing - EU budget
CE47	CE4	protocol - security
CE48	CE4	public relations - press - spokesman - information
CE49	CE4	European Ombudsman
CE4A	CE4	EU internal affairs
CE4B	CE4	infrastructure
CE4C	CE4	language matters
CE4CL	CE4C	eurolect
CE4CT	CE4C	EU terminology
CE5	CE	regulations - decisions - resolutions - reports - opinions
CE51	CE5	regulation
CE52	CE5	decision
CE53	CE5	resolution
CE54	CE5	reports
CE55	CE5	expert opinions
CE6	CE	missions - delegations & representations - external relations - Intergovernmental Conference
CE61	CE6	missions
CE62	CE6	delegations & representations
CE63	CE6	external relations
CE63A	CE63	relations with EFTA countries
CE63B	CE63	multilateral relations
CE64	CE6	Intergovernmental Conference; IGC
CE6X	CE6	non-Community
CE7	CE	Eurostat; Statistical Office of the European Communities; SOEC (sn: operational aspects; rf: Eurostat 'statistical themes', see: STE)
CE8	CE	Office for Official Publications of the European Communities;
CE9	CE	Council of Europe; CE
CEA	CE	European Parliament; EP
CEA1	CEA	Parliamentary Bodies of the European Parliament
CEA2	CEA	General Secretariat of the European Parliament
CEA3	CEA	Political Groups of the European Parliament
CEA4	CEA	Delegations & mixed commissions of the European Parliament
CEA5	CEA	Committees & Subcommittees of the European Parliament
CEB	CE	Council of the European Union; Council of Ministers; CM
CEB1	CEB	Representatives of the Gouvernments of the Member States
CEB2	CEB	Permanent Representatives Committee
CEB3	CEB	Permanent Representations
CEB4	CEB	General Secretariat of the Council of the European Union
CEB5	CEB	Association Councils
CEB6	CEB	Cooperation Councils
CEB7	CEB	ACP States - European Community Council of Ministers
CEB8	CEB	Committee of Senior Officials on Scientific and Technical Research (COST)
CEB9	CEB	Committees & Working Parties of the Council of the European Union
CEC	CE	European Commission; EC
CEC1	CEC	Commission; European Commission
CEC2	CEC	High Authority of the ECSC; HA
CEC3	CEC	Secretariat-General of the Commission; SG
CEC4	CEC	Forward Studies
CEC5	CEC	Inspectorate-General
CEC6	CEC	Legal Service of the European Communities; LSEC)
CEC7	CEC	Eurostat; Statistical Office of the European Communities; SOEC (sn: organisation and structure)
CEC8	CEC	Office for Official Publications of the European Communities (sn: organisation and structure)
CEC9	CEC	Spokesman's Service
CECA	CEC	Euratom Supply Agency
CECB	CEC	Offices of the European Commission in the European Union
CECC	CEC	Joint Research Centre
CECD	CEC	External Delegations, Representations and Offices of the European Commission
CECE	CEC	Directorates-General & Directorates
CECF	CEC	Translation Service
CECG	CEC	Security Office
CECH	CEC	European Community Humanitarian Office
CECI	CEC	Joint Interpreting and Conference Service
CECO	CEC	European Commission's Information Market Observatory
CECP	CEC	Commission proposal
CED	CE	Court of Justice of the European Communities; CJEC
CED1	CED	Court of First Instance
CEE	CE	European Court of Auditors; ECA
CEF	CE	Economic and Social Committee of the European Communities; ESC
CEF1	CEF	ESC Members
CEF2	CEF	ESC - Groups
CEF3	CEF	ESC Sections
CEF4	CEF	Common Organizational Structure of the Economic and Social Committee and the Committee of the Regions (nt: Treaty on European Union, Maastricht 1992)
CEG	CE	Committee of the Regions of the European Union
CEH	CE	European Investment Bank; EIB
CEJ	CE	intra-Community legislation (sn: applied legistion; us: for theoretical apsects, see: JUJ):
CEJ1	CEJ	Community Law - legal questions
CEJ2	CEJ	justice and internal affairs
CEJ3	CEJ	harmonization of legislation
CEJ4	CEJ	approximation of laws of the Member States (sn: aspects of European Integration; rf: Community Constitutional Law, see: JU42)
CEK	CE	European funds
CEK1	CEK	European Regional Development Fund; ERDF
CEK2	CEK	European Agricultural Guidance and Guarantee Fund; EAGGF
CEK3	CEK	European Social Fund; ESF
CEK4	CEK	European Development Fund; EDF
CEK5	CEK	European Investment Fund; EIF (nt: 1994; financial agency bringing together the European Investment Bank, the European Community, represented by the European Commission, and a group of 76 financial institutions from all the European Union Member States)
CEL	CE	action - joint undertaking
CEM	CE	financial cooperation
CEN	CE	working parties - committees - groups
CEN1	CEN	committees
CEN2	CEN	working parties
CEN3	CEN	group
CEN31	CEN3	CE7
CEO	CE	Decentralized Community Agencies; Bodies of the European Union
CEO1	CEO	European Centre for the Development of Vocational Training; CEDEFOP
CEO2	CEO	European Foundation for the Improvement of Living and Working Conditions
CEO3	CEO	European Environment Agency; EEA
CEO4	CEO	European Agency for the Evaluation of Medicinal Products; EMEA
CEO5	CEO	Office for Harmonization in the Internal Market (sn: trade mark and design)
CEO6	CEO	EuropeanTraining Foundation
CEO7	CEO	European Monitoring Centre for Drugs and Drug Addiction
CEO8	CEO	Translation Centre for Bodies of the European Union
CEO9	CEO	European Agency for Safety and Health at Work
CEOA	CEO	Community Plant Variety Office
CEOB	CEO	associated organisations
CEOBA	CEOB	European Monetary Institute; EMI (nt: Frankfurt; second phase of the EMU)
CEOBB	CEOB	Common Appeal Court for Community Patents
CEOBC	CEOB	Europol
CEOBD	CEOB	European Organisation for the Safety of Air Navigation; Eurocontrol
CEP	CE	Treaties - Agreements - Conventions - Cooperation - Commonity Policy - Commercial Policy
CEP1	CEP	general aspects
CEP2	CEP	founding treaties
CEP3	CEP	treaties of association
CEP4	CEP	treaties of accession
CEP5	CEP	Single European Act
CEP6	CEP	Treaty on European Union; Treaty of Maastricht
CEP7	CEP	Agreements
CEP8	CEP	conventions
CEP81	CEP8	Community Patent Convention
CEP9	CEP	Schengen Agreement
CEPA	CEP	Internal Market
CEPA1	CEPA	free movement; freedom of movement
CEPA2	CEPA	system of regional preferences
CEPB	CEP	European Labour Market
CEPC	CEP	customs union & customs rules
CEPCR	CEPC	customs rules; customs legislation
CEPCT	CEPC	Common Customs Tariff
CEPCU	CEPC	customs union
CEPD	CEP	competition - anti-dumping (sn: EU policy and measures; rf: competition, see: CO63)
CEPE	CEP	common agricultural policy (sn: EU measures, procedures and administration; rf: AGE)
CEPF	CEP	European Economic Area; AEA (sn: EU policy; rf: ECE2 and OR5)
CEPF1	CEPF	right of establishment
CEPG	CEP	common foreign and security policy (nt: Treaty on European Union)
CEPH	CEP	cooperation in the fields of justice and home affairs (nt: Treaty on European Union)
CEPJ	CEP	Convention on Jurisdiction and the Enforcement of Judgements in Civil and Commercial Matters (nt: Brussels 1968)
CEPK	CEP	Community Regime for the Control of Exports of Dual-use Goods (rf: foreign trade, see: CO8)
CEPL	CEP	European political cooperation; common foreign policy; European foreign policy; EPC
CEPM	CEP	common organization of the market
CEPM1	CEPM	commercial policy
CEPM2	CEPM	specific commercial policy measures (nt: non-tariff measures established as part of the common commercial policy in the form of Community rules governing arrangements for the import or export of goods, such as surveillance or safeguard measures, quantitative limits or restrictions and import or export bans)
CEPN	CEP	European Cooperation in the field of Scientific and Technical Research; COST
CEPO	CEP	commercial policy measures
CEPP	CEP	commodity agreement
CEPR	CEP	regional policy
CEQ	CE	action plans & programmes - framework programmes - information systems & networks (us: For "Social Europe"- Programme. see: SOE)
CEQ1	CEQ	action plans & programmes
CEQ2	CEQ	framework programmes
CEQ3	CEQ	information systems & networks
CEQ31	CEQ3	Information Systems and Networks on Epidemics and Diseases; Eurosentinel
CEQ32	CEQ3	European Network for Environmental Enforcement; IMPEL
CER	CE	education & training institutions (us: for curricular aspects, see: EDA)
CES	CE	European Patent Office; EPO
CET	CE	European Defence Community; EDC
CEU	CE	European Political Union; UPU
CEV	CE	Economic and Monetary Union; EMU
CEW	CE	Associated African and Malagasy States; AAMS
CEX	CE	overseas countries and territories; OCT & other associated states
CEY	CE	African, Caribbean and Pacific countries; ACP countries
CEY1	CEY	treaties with ACP countries
CEZ	CE	third countries
CEZ1	CEZ	eastern european countries
CEZ2	CEZ	Latin America
CEZX	CEZ	other third countries
CH	-	Chemistry
CH1	CH	general aspects of the subject field
CH11	CH1	chemical nomenclature
CH2	CH	organisations in the subject field
CH3	CH	publications in the subject field
CH31	CH3	documentation systems and information systems in the subject field
CH4	CH	theoretical principles
CH41	CH4	ancient theories and methods
CH42	CH4	breakdown of the discipline - notation systems - modelling
CH43	CH4	chemical bindings
CH44	CH4	molecular architecture
CH5	CH	chemical methods
CH51	CH5	purification
CH52	CH5	separation
CH6	CH	analytical chemistry
CH61	CH6	qualitative analysis
CH62	CH6	quantitative analysis
CH7	CH	inorganic chemistry
CH8	CH	organic chemistry
CH81	CH8	coal chemistry (us: for products from the coal-chemical industry, see: ICA13)
CH82	CH8	biochemistry
CH83	CH8	organometallic chemistry
CH9	CH	geochemistry
CH91	CH9	mineralogy
CH92	CH9	crystallography (sn: structural aspects)
CHA	CH	astrochemistry
CHB	CH	synthetic chemistry
CHC	CH	physical chemistry
CHC1	CHC	colloid chemistry
CHC2	CHC	doctrine of phases
CHC3	CHC	electrochemistry
CHC4	CHC	surface chemistry
CHC5	CHC	boundary layer chemistry
CHC6	CHC	chemical thermodynamics
CHC7	CHC	acid/base theory
CHC8	CHC	catalysis & inhibition
CHC9	CHC	diffusion & osmosis
CHD	CH	chemical technology (rf: process engineering, see: TEE)
CHD1	CHD	physical aspects of chemical engineering
CHD2	CHD	inorganic chemical engineering
CHD3	CHD	organic chemical engineering
CHD4	CHD	chiral technology
CHE	CH	laboratory engineering
CHF	CH	clinical chemistry
CHG	CH	pharmacy (sn: chemical aspects & composition; us: for pharmaceutical products, see: IC; for use, see: MED)
CHH	CH	photochemistry
CHJ	CH	legal aspects
CHW	CH	man & society
CHY	CH	training & education
CHZ	CH	professions & careers
CO	-	Commerce - Movement of Goods(sn: microeconomics 1; nt: further breakdown of subject field ECC)
CO1	CO	general aspects of the subject field
CO2	CO	organisations in the subject field
CO21	CO2	chamber of commerce
CO3	CO	publications in the subject field
CO31	CO3	documentation systems and information systems in the subject field
CO4	CO	commercial theory
CO5	CO	market - marketing (sn: application of marketing; us: for marketing theory, see: EC)
CO6	CO	trading & trading practices
CO61	CO6	trade practices
CO62	CO6	business practices - business abuses
CO63	CO6	competition
CO64	CO6	lines of business (nt: e.g.: textiles, hardware, food, etc.)
CO65	CO6	subcontracting
CO7	CO	trade
CO71	CO7	commercial transactions
CO72	CO7	trade - buying & selling
CO73	CO7	shops
CO74	CO7	electronic market
CO8	CO	foreign trade
CO9	CO	buying & selling
COA	CO	accountancy & commercial arithmetics (sn: applied accountancy; us: for accouncy theory, see: ECB1)
COB	CO	publicity
COC	CO	trade information
COD	CO	trade fairs & exhibitions
COE	CO	commodity economics
COF	CO	trade data processing & exchange; TDX
COG	CO	business logistics (rf: management, see: ECG; business administration, etc. see: EC8)
COH	CO	European projects in external trade communication
COJ	CO	legal aspects
COK	CO	consumers
COV	CO	business data processing
COY	CO	training & education
COZ	CO	professions & careers
DE	-	Defence
DE1	DE	general aspects of the subject field
DE2	DE	organisations in the subject field
DE3	DE	publications in the subject field
DE31	DE3	documentation systems and information systems in the subject field
DE4	DE	warfare
DE5	DE	military life & heraldry
DE6	DE	military service
DE7	DE	defence policy - pre-military training - non-proliferation
DE71	DE7	Conference on Security and Co-operation in Europe
DE72	DE7	Organization on Security and Co-operation in Europe
DE8	DE	organisation of the forces - units
DE9	DE	army administration
DE91	DE9	service pay
DE92	DE9	military law (sn: application; us: for theoretical aspetcs see: JU)
DE93	DE9	military police
DE94	DE9	army chaplaincy
DE95	DE9	army logistics
DEA	DE	infantry
DEB	DE	artillery
DEC	DE	pioneers
DED	DE	signalling corps
DEE	DE	espionage - counter-espionage
DEF	DE	technical services
DEG	DE	cavalry - tank corps
DEH	DE	navy
DEI	DE	air force
DEJ	DE	legal aspects
DEK	DE	missiles & space units
DEL	DE	special units
DEM	DE	army medical service
DEN	DE	arms & equipment (sn: types and use)
DEO	DE	military works
DEP	DE	consequences of war
DEQ	DE	military geography
DER	DE	civil protection
DES	DE	military supplies
DEW	DE	man & society
DEY	DE	training & education
DEZ	DE	professions & careers
DI	-	Documentation & Information - Dissemination of Information
DI1	DI	general aspects of the subject field
DI2	DI	organisations in the subject field
DI21	DI2	Research Library Group; RLG
DI3	DI	publications in the subject field
DI31	DI3	documentation systems and information systems in the subject field
DI4	DI	fundamental elements in D & I
DI5	DI	acquisition - identification - analysis - indexing (us: can be applied to all types of, documentation centres, multimedia, libraries, etc.)
DI51	DI5	acquisition
DI52	DI5	identification
DI53	DI5	analysis
DI54	DI5	indexing
DI55	DI5	index - index entries
DI56	DI5	indexes - typology & characteristics of indexes
DI57	DI5	taxonomies
DI6	DI	document description
DI7	DI	documentary languages - knowledge representation
DI71	DI7	relations
DI72	DI7	ordering; arrangement (rf: classification systems & theory of classification, see: DI9)
DI73	DI7	documentary languages; DL
DI8	DI	Thesaurus
DI81	DI8	thesaurus elements
DI82	DI8	parts of thesaurus
DI83	DI8	coverage of thesaurus
DI84	DI8	relational structure of thesaurus
DI85	DI8	principles of arrangement of a thesaurus
DI86	DI8	presentation of thesaurus
DI9	DI	classification
DI91	DI9	theory of classification - classification systems
DI92	DI9	classification systems - functional aspects - classes
DI93	DI9	characteristics of classification systems
DI94	DI9	notation systems & notation
DI95	DI9	parts of classification systems (nt: types of representation of the classification system)
DI96	DI9	field of application of a classification systems
DIA	DI	storage & retrieval - dissemination of information (sn: technical aspects)
DIA1	DIA	information systems
DIA2	DIA	information - information services - abstracting services
DIA3	DIA	retrieval - search
DIA4	DIA	documentation - documentation centres
DIA5	DIA	information and documentation centres
DIA6	DIA	information mall
DIB	DI	libraries & librarianship
DIB1	DIB	bibliography
DIB2	DIB	library services; bibliographic services
DIB3	DIB	library administration
DIB4	DIB	conservation - restoration
DIB5	DIB	library equipment
DIB6	DIB	types of libraries
DIC	DI	archivistics - archives
DIC1	DIC	archive administration; archive management
DIC2	DIC	archive arrangement
DIC3	DIC	types of archives
DIC4	DIC	archival documents
DIC5	DIC	archive repository; archival depository - shelving
DIC6	DIC	preservation
DIC7	DIC	records safety
